fldName,cmpLongName,fldCurrentActivitySatus,wlbName,wlbCompletionDate,fldMainArea,fldOwnerKind,fldOwnerName,fldMainSupplyBase,fldHcType,fldNpdidOwner,fldNpdidField,wlbNpdidWellbore,cmpNpdidCompany,fldFactPageUrl,fldFactMapUrl,fldDateUpdated,fldDateUpdatedMax,DatesyncNPD
OSEBERG ØST,Equinor Energy AS,Producing,30/6-5,15.08.1981,North sea,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,Mongstad,OIL,3500071.0,43639,118,32011216.0,https://factpages.sodir.no/field/pageview/all/43639,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43639,24.02.2026,30.05.2026,17.07.2026
OSELVAR,,Shut down,1/3-6,22.06.1991,North sea,,,,GAS,,5506919,1521,,https://factpages.sodir.no/field/pageview/all/5506919,https://factmaps.sodir.no/map/redirect/fld.ashx?id=5506919,20.02.2026,09.04.2026,17.07.2026
REV,Repsol Norge AS,Producing,15/12-12,09.02.2001,North sea,PRODUCTION LICENCE,038 C,,OIL/GAS,4005057.0,4467554,3391,27052812.0,https://factpages.sodir.no/field/pageview/all/4467554,https://factmaps.sodir.no/map/redirect/fld.ashx?id=4467554,20.02.2026,30.05.2026,17.07.2026
RINGHORNE ØST,Vår Energi ASA,Producing,25/8-14 S,22.09.2003,North sea,BUSINESS ARRANGEMENT AREA,RINGHORNE ØST UNIT,,OIL,3505593.0,3505505,4805,50000032.0,https://factpages.sodir.no/field/pageview/all/3505505,https://factmaps.sodir.no/map/redirect/fld.ashx?id=3505505,20.02.2026,30.05.2026,17.07.2026
SIGYN,Equinor Energy AS,Producing,16/7-4,06.12.1982,North sea,PRODUCTION LICENCE,072,Dusavik,GAS/CONDENSATE,21372.0,1630100,91,32011216.0,https://factpages.sodir.no/field/pageview/all/1630100,https://factmaps.sodir.no/map/redirect/fld.ashx?id=1630100,24.02.2026,30.05.2026,17.07.2026
SINDRE,Equinor Energy AS,Producing,34/10-55 S,26.03.2017,North sea,BUSINESS ARRANGEMENT AREA,BRIME UNIT,,OIL/GAS,41319867.0,29401178,8102,32011216.0,https://factpages.sodir.no/field/pageview/all/29401178,https://factmaps.sodir.no/map/redirect/fld.ashx?id=29401178,30.05.2026,30.05.2026,17.07.2026
SKARV,Aker BP ASA,Producing,6507/5-1,03.05.1998,Norwegian sea,BUSINESS ARRANGEMENT AREA,SKARV UNIT,Sandnessjøen,OIL/GAS,4468539.0,4704482,3683,28544099.0,https://factpages.sodir.no/field/pageview/all/4704482,https://factmaps.sodir.no/map/redirect/fld.ashx?id=4704482,24.02.2026,17.07.2026,17.07.2026
SKIRNE,,Shut down,25/5-3,26.03.1990,North sea,,,,GAS/CONDENSATE,,2138816,1488,,https://factpages.sodir.no/field/pageview/all/2138816,https://factmaps.sodir.no/map/redirect/fld.ashx?id=2138816,24.02.2026,09.04.2026,17.07.2026
SKOGUL,Aker BP ASA,Producing,25/1-11 R,26.04.2010,North sea,PRODUCTION LICENCE,460,,OIL,4910195.0,31164600,6368,28544099.0,https://factpages.sodir.no/field/pageview/all/31164600,https://factmaps.sodir.no/map/redirect/fld.ashx?id=31164600,20.02.2026,30.05.2026,17.07.2026
SKULD,Equinor Energy AS,Producing,6608/10-12,21.12.2008,Norwegian sea,PRODUCTION LICENCE,128,Sandnessjøen,OIL,21836.0,21350124,5949,32011216.0,https://factpages.sodir.no/field/pageview/all/21350124,https://factmaps.sodir.no/map/redirect/fld.ashx?id=21350124,24.02.2026,17.07.2026,17.07.2026
SLEIPNER VEST,Equinor Energy AS,Producing,15/6-3,19.12.1974,North sea,BUSINESS ARRANGEMENT AREA,SLEIPNER VEST UNIT,Dusavik,GAS/CONDENSATE,40848.0,43457,318,32011216.0,https://factpages.sodir.no/field/pageview/all/43457,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43457,24.02.2026,17.07.2026,17.07.2026
SLEIPNER ØST,Equinor Energy AS,Producing,15/9-9,14.07.1981,North sea,BUSINESS ARRANGEMENT AREA,SLEIPNER ØST UNIT,Dusavik,GAS/CONDENSATE,41211.0,43478,328,32011216.0,https://factpages.sodir.no/field/pageview/all/43478,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43478,24.05.2026,30.05.2026,17.07.2026
SNORRE,Equinor Energy AS,Producing,34/4-1,16.12.1979,North sea,BUSINESS ARRANGEMENT AREA,SNORRE UNIT,Florø,OIL,40906.0,43718,422,32011216.0,https://factpages.sodir.no/field/pageview/all/43718,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43718,20.02.2026,17.07.2026,17.07.2026
SNØHVIT,Equinor Energy AS,Producing,7121/4-1,27.10.1984,Barents sea,BUSINESS ARRANGEMENT AREA,SNØHVIT UNIT,Hammerfest,GAS,1333943.0,2053062,135,32011216.0,https://factpages.sodir.no/field/pageview/all/2053062,https://factmaps.sodir.no/map/redirect/fld.ashx?id=2053062,15.07.2026,17.07.2026,17.07.2026
SOLVEIG,Aker BP ASA,Producing,16/4-6 S,03.05.2013,North sea,PRODUCTION LICENCE,359,Tananger,OIL,3810373.0,34833011,7098,28544099.0,https://factpages.sodir.no/field/pageview/all/34833011,https://factmaps.sodir.no/map/redirect/fld.ashx?id=34833011,20.02.2026,25.06.2026,17.07.2026
STATFJORD,Equinor Energy AS,Producing,33/12-1,18.04.1974,North sea,BUSINESS ARRANGEMENT AREA,STATFJORD UNIT,Mongstad,OIL,41686.0,43658,417,32011216.0,https://factpages.sodir.no/field/pageview/all/43658,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43658,20.02.2026,17.07.2026,17.07.2026
STATFJORD NORD,Equinor Energy AS,Producing,33/9-8,18.02.1977,North sea,PRODUCTION LICENCE,037,Mongstad,OIL,21084.0,43679,413,32011216.0,https://factpages.sodir.no/field/pageview/all/43679,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43679,24.02.2026,30.05.2026,17.07.2026
STATFJORD ØST,Equinor Energy AS,Producing,33/9-7,07.11.1976,North sea,BUSINESS ARRANGEMENT AREA,STATFJORD ØST UNIT,Mongstad,OIL,41233.0,43672,412,32011216.0,https://factpages.sodir.no/field/pageview/all/43672,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43672,20.02.2026,17.07.2026,17.07.2026
SVALIN,Equinor Energy AS,Producing,25/11-16,24.07.1992,North sea,PRODUCTION LICENCE,169,Dusavik,OIL,22164.0,22507971,1920,32011216.0,https://factpages.sodir.no/field/pageview/all/22507971,https://factmaps.sodir.no/map/redirect/fld.ashx?id=22507971,24.02.2026,30.05.2026,17.07.2026
SYGNA,Equinor Energy AS,Producing,33/9-19 S,23.07.1996,North sea,BUSINESS ARRANGEMENT AREA,SYGNA UNIT,Florø,OIL,96205.0,104718,2830,32011216.0,https://factpages.sodir.no/field/pageview/all/104718,https://factmaps.sodir.no/map/redirect/fld.ashx?id=104718,24.02.2026,17.07.2026,17.07.2026
SYMRA,Aker BP ASA,Producing,16/1-29 S,03.06.2018,North sea,PRODUCTION LICENCE,167,,OIL/GAS,22148.0,42002480,8383,28544099.0,https://factpages.sodir.no/field/pageview/all/42002480,https://factmaps.sodir.no/map/redirect/fld.ashx?id=42002480,24.04.2026,30.05.2026,17.07.2026
TAMBAR,Aker BP ASA,Producing,1/3-3,24.03.1983,North sea,PRODUCTION LICENCE,065,Tananger,OIL,21316.0,1028599,87,28544099.0,https://factpages.sodir.no/field/pageview/all/1028599,https://factmaps.sodir.no/map/redirect/fld.ashx?id=1028599,20.02.2026,30.05.2026,17.07.2026
TAMBAR ØST,Aker BP ASA,Producing,1/3-K-5,29.06.2007,North sea,BUSINESS ARRANGEMENT AREA,TAMBAR ØST UNIT,,OIL,4999504.0,4999528,5485,28544099.0,https://factpages.sodir.no/field/pageview/all/4999528,https://factmaps.sodir.no/map/redirect/fld.ashx?id=4999528,20.02.2026,17.07.2026,17.07.2026
TOMMELITEN A,ConocoPhillips Skandinavia AS,Producing,1/9-1,17.02.1977,North sea,BUSINESS ARRANGEMENT AREA,TOMMELITEN A UNIT,Tananger,GAS/CONDENSATE,40915772.0,40867462,243,2410696.0,https://factpages.sodir.no/field/pageview/all/40867462,https://factmaps.sodir.no/map/redirect/fld.ashx?id=40867462,20.02.2026,17.07.2026,17.07.2026
TOMMELITEN GAMMA,ConocoPhillips Skandinavia AS,Approved for production,1/9-4,12.01.1978,North sea,BUSINESS ARRANGEMENT AREA,TOMMELITEN UNIT,,GAS/CONDENSATE,41411.0,43444,247,2410696.0,https://factpages.sodir.no/field/pageview/all/43444,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43444,07.05.2026,17.07.2026,17.07.2026
TOR,ConocoPhillips Skandinavia AS,Producing,2/5-1,22.11.1970,North sea,BUSINESS ARRANGEMENT AREA,TOR UNIT,Tananger,OIL,45891.0,43520,178,2410696.0,https://factpages.sodir.no/field/pageview/all/43520,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43520,24.02.2026,17.07.2026,17.07.2026
TORDIS,Equinor Energy AS,Producing,34/7-12,17.12.1987,North sea,PRODUCTION LICENCE,089,Florø,OIL,21516.0,43725,1187,32011216.0,https://factpages.sodir.no/field/pageview/all/43725,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43725,24.02.2026,30.05.2026,17.07.2026
TRESTAKK,Equinor Energy AS,Producing,6406/3-2,22.11.1986,Norwegian sea,PRODUCTION LICENCE,091 G,Kristiansund,OIL,38724060.0,29396445,863,32011216.0,https://factpages.sodir.no/field/pageview/all/29396445,https://factmaps.sodir.no/map/redirect/fld.ashx?id=29396445,24.04.2026,30.05.2026,17.07.2026
TROLL,Equinor Energy AS,Producing,31/2-1,09.11.1979,North sea,BUSINESS ARRANGEMENT AREA,TROLL UNIT,Mongstad,OIL/GAS,41105.0,46437,398,32011216.0,https://factpages.sodir.no/field/pageview/all/46437,https://factmaps.sodir.no/map/redirect/fld.ashx?id=46437,20.02.2026,17.07.2026,17.07.2026
TROLL BRENT B,Equinor Energy AS,Shut down,31/2-N-11 H,24.08.2005,North sea,PRODUCTION LICENCE,054,Mongstad,OIL,21228.0,29398828,5102,32011216.0,https://factpages.sodir.no/field/pageview/all/29398828,https://factmaps.sodir.no/map/redirect/fld.ashx?id=29398828,20.02.2026,17.07.2026,17.07.2026
TRYM,DNO Norge AS,Producing,3/7-4,23.01.1990,North sea,PRODUCTION LICENCE,147,,GAS/CONDENSATE,21988.0,18081500,1467,50000168.0,https://factpages.sodir.no/field/pageview/all/18081500,https://factmaps.sodir.no/map/redirect/fld.ashx?id=18081500,20.02.2026,30.05.2026,17.07.2026
TUNE,Equinor Energy AS,Producing,30/8-1 S,01.03.1995,North sea,PRODUCTION LICENCE,190,Mongstad,GAS/CONDENSATE,22332.0,853376,2430,32011216.0,https://factpages.sodir.no/field/pageview/all/853376,https://factmaps.sodir.no/map/redirect/fld.ashx?id=853376,20.02.2026,30.05.2026,17.07.2026
TYRIHANS,Equinor Energy AS,Producing,6407/1-2,15.05.1983,Norwegian sea,BUSINESS ARRANGEMENT AREA,TYRIHANS UNIT,Kristiansund,GAS/CONDENSATE,3488806.0,3960848,61,32011216.0,https://factpages.sodir.no/field/pageview/all/3960848,https://factmaps.sodir.no/map/redirect/fld.ashx?id=3960848,03.06.2026,17.07.2026,17.07.2026
TYRVING,Aker BP ASA,Producing,25/4-2,06.12.1973,North sea,BUSINESS ARRANGEMENT AREA,TYRVING UNIT,,OIL,40662362.0,42002471,360,28544099.0,https://factpages.sodir.no/field/pageview/all/42002471,https://factmaps.sodir.no/map/redirect/fld.ashx?id=42002471,29.05.2026,17.07.2026,17.07.2026
ULA,Aker BP ASA,Producing,7/12-2,23.09.1976,North sea,PRODUCTION LICENCE,019,Tananger,OIL,20916.0,43800,295,28544099.0,https://factpages.sodir.no/field/pageview/all/43800,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43800,20.02.2026,30.05.2026,17.07.2026
URD,Equinor Energy AS,Producing,6608/10-6,14.05.2000,Norwegian sea,PRODUCTION LICENCE,128,Sandnessjøen,OIL,21836.0,2834734,3260,32011216.0,https://factpages.sodir.no/field/pageview/all/2834734,https://factmaps.sodir.no/map/redirect/fld.ashx?id=2834734,25.03.2026,17.07.2026,17.07.2026
UTGARD,Equinor Energy AS,Producing,15/8-1,07.01.1982,North sea,BUSINESS ARRANGEMENT AREA,UTGARD UNIT,,GAS,28975129.0,28975098,321,32011216.0,https://factpages.sodir.no/field/pageview/all/28975098,https://factmaps.sodir.no/map/redirect/fld.ashx?id=28975098,20.02.2026,30.05.2026,17.07.2026
VALE,Aker BP ASA,Shut down,25/4-6 S,24.08.1991,North sea,,,,GAS/CONDENSATE,,1578893,1703,28544099.0,https://factpages.sodir.no/field/pageview/all/1578893,https://factmaps.sodir.no/map/redirect/fld.ashx?id=1578893,22.04.2026,22.04.2026,17.07.2026
VALEMON,Equinor Energy AS,Producing,34/10-23,13.10.1985,North sea,BUSINESS ARRANGEMENT AREA,VALEMON UNIT,Mongstad,GAS/CONDENSATE,18403644.0,20460969,476,32011216.0,https://factpages.sodir.no/field/pageview/all/20460969,https://factmaps.sodir.no/map/redirect/fld.ashx?id=20460969,19.04.2026,17.07.2026,17.07.2026
VALHALL,Aker BP ASA,Producing,2/8-6,30.06.1975,North sea,BUSINESS ARRANGEMENT AREA,VALHALL UNIT,Tananger,OIL,41657.0,43548,276,28544099.0,https://factpages.sodir.no/field/pageview/all/43548,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43548,20.02.2026,30.05.2026,17.07.2026
VARG,Repsol Norge AS,Shut down,15/12-4,31.10.1984,North sea,,,Tananger,OIL,,43451,438,27052812.0,https://factpages.sodir.no/field/pageview/all/43451,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43451,18.04.2026,18.04.2026,17.07.2026
VEGA,Harbour Energy Norge AS,Producing,35/8-1,24.01.1981,North sea,BUSINESS ARRANGEMENT AREA,VEGA UNIT,Florø,GAS/CONDENSATE,20459640.0,4467595,205,50000138.0,https://factpages.sodir.no/field/pageview/all/4467595,https://factmaps.sodir.no/map/redirect/fld.ashx?id=4467595,20.02.2026,30.05.2026,17.07.2026
VERDANDE,Equinor Energy AS,Producing,6608/10-17 S,31.01.2017,Norwegian sea,BUSINESS ARRANGEMENT AREA,VERDANDE UNIT,,OIL/GAS,41319878.0,42002481,8065,32011216.0,https://factpages.sodir.no/field/pageview/all/42002481,https://factmaps.sodir.no/map/redirect/fld.ashx?id=42002481,20.02.2026,17.07.2026,17.07.2026
VESLEFRIKK,Equinor Energy AS,Shut down,30/3-2 R,16.02.1981,North sea,PRODUCTION LICENCE,052,Mongstad,OIL,21212.0,43618,508,32011216.0,https://factpages.sodir.no/field/pageview/all/43618,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43618,20.02.2026,09.04.2026,17.07.2026
VEST EKOFISK,ConocoPhillips Skandinavia AS,Approved for production,2/4-6,10.12.1970,North sea,PRODUCTION LICENCE,018 F,,GAS/CONDENSATE,38724120.0,43513,181,2410696.0,https://factpages.sodir.no/field/pageview/all/43513,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43513,07.05.2026,17.07.2026,17.07.2026
VIGDIS,Equinor Energy AS,Producing,34/7-8,11.04.1986,North sea,PRODUCTION LICENCE,089,Florø,OIL,21516.0,43732,878,32011216.0,https://factpages.sodir.no/field/pageview/all/43732,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43732,25.03.2026,30.05.2026,17.07.2026
VILJE,Aker BP ASA,Producing,25/4-9 S,29.09.2003,North sea,PRODUCTION LICENCE,036 D,,OIL,5081703.0,3392471,4278,28544099.0,https://factpages.sodir.no/field/pageview/all/3392471,https://factmaps.sodir.no/map/redirect/fld.ashx?id=3392471,20.02.2026,17.07.2026,17.07.2026
VISUND,Equinor Energy AS,Producing,34/8-1,08.03.1986,North sea,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,Florø,OIL/GAS,40726.0,43745,854,32011216.0,https://factpages.sodir.no/field/pageview/all/43745,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43745,01.05.2026,30.05.2026,17.07.2026
VISUND SØR,Equinor Energy AS,Producing,34/8-14 S,21.10.2008,North sea,BUSINESS ARRANGEMENT AREA,VISUND INSIDE,Mongstad,OIL/GAS,40726.0,20461008,5943,32011216.0,https://factpages.sodir.no/field/pageview/all/20461008,https://factmaps.sodir.no/map/redirect/fld.ashx?id=20461008,01.05.2026,30.05.2026,17.07.2026
VOLUND,Aker BP ASA,Producing,24/9-5,26.01.1994,North sea,PRODUCTION LICENCE,150,,OIL,22012.0,4380167,2244,28544099.0,https://factpages.sodir.no/field/pageview/all/4380167,https://factmaps.sodir.no/map/redirect/fld.ashx?id=4380167,20.02.2026,30.05.2026,17.07.2026
VOLVE,Equinor Energy AS,Shut down,15/9-19 SR,29.04.1993,North sea,PRODUCTION LICENCE,1282,Dusavik,OIL,38724146.0,3420717,2105,32011216.0,https://factpages.sodir.no/field/pageview/all/3420717,https://factmaps.sodir.no/map/redirect/fld.ashx?id=3420717,27.06.2026,27.06.2026,17.07.2026
YME,Repsol Norge AS,Producing,9/2-1,28.04.1987,North sea,PRODUCTION LICENCE,316,,OIL,2786469.0,43807,1038,27052812.0,https://factpages.sodir.no/field/pageview/all/43807,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43807,24.04.2026,30.05.2026,17.07.2026
YTTERGRYTA,Equinor Energy AS,Shut down,6507/11-8,03.07.2007,Norwegian sea,PRODUCTION LICENCE,062,,GAS,21292.0,4973114,5562,32011216.0,https://factpages.sodir.no/field/pageview/all/4973114,https://factmaps.sodir.no/map/redirect/fld.ashx?id=4973114,12.03.2026,17.07.2026,17.07.2026
ÆRFUGL NORD,Aker BP ASA,Producing,6507/3-9 S,15.07.2012,Norwegian sea,PRODUCTION LICENCE,212 E,Sandnessjøen,GAS/CONDENSATE,4966902.0,38542241,6951,28544099.0,https://factpages.sodir.no/field/pageview/all/38542241,https://factmaps.sodir.no/map/redirect/fld.ashx?id=38542241,20.02.2026,17.07.2026,17.07.2026
ØRN,Aker BP ASA,Approved for production,6507/2-5 S,14.09.2019,Norwegian sea,PRODUCTION LICENCE,942,,GAS,30676176.0,42002484,8775,28544099.0,https://factpages.sodir.no/field/pageview/all/42002484,https://factmaps.sodir.no/map/redirect/fld.ashx?id=42002484,20.02.2026,30.05.2026,17.07.2026
ØST FRIGG,Aker BP ASA,Shut down,25/2-1,21.09.1973,North sea,PRODUCTION LICENCE,873,,GAS,28973585.0,43576,353,28544099.0,https://factpages.sodir.no/field/pageview/all/43576,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43576,25.03.2026,10.04.2026,17.07.2026
ÅSGARD,Equinor Energy AS,Producing,6507/11-1,10.12.1981,Norwegian sea,BUSINESS ARRANGEMENT AREA,ÅSGARD UNIT,Kristiansund,GAS/CONDENSATE,40564.0,43765,68,32011216.0,https://factpages.sodir.no/field/pageview/all/43765,https://factmaps.sodir.no/map/redirect/fld.ashx?id=43765,15.07.2026,17.07.2026,17.07.2026
AASTA HANSTEEN,Equinor Energy AS,Producing,6707/10-1,23.07.1997,Norwegian sea,PRODUCTION LICENCE,218,Sandnessjøen,GAS,22556.0,23395946,3075,32011216.0,https://factpages.sodir.no/field/pageview/all/23395946,https://factmaps.sodir.no/map/redirect/fld.ashx?id=23395946,15.07.2026,25.06.2026,17.07.2026
